film_id,name,year,country,genre,duration,director,cast,description
532,Трудная мишень 2,2016,"США, Таиланд","Триллер, Боевик",104.0,Роэль Рейн,"Скотт Эдкинс, Амарин Чолвибул, Байрон Гибсон, Куллет Эрик, Сутипонгсе Фукаокаеу, Шон Кинэн, Адам Саундерс, Komkrib «Krib» Wongwirot, Тира Чутикул, Джеффри Джулиано","Когда у человека денег и материальных благ в избытке, и он привык к роскоши и вседозволенности, жизнь кажется скучной. В принципе, она такой и становится – разнообразные развлечения и путешествия, знакомства и встречи – этим можно быстро пресытиться и начинается настоящая жажда адреналина. Очень влиятельные и состоятельные люди становятся желанными клиентами у организаторов одного страшного развлечения – охоты на людей… Бегать с оружием за неподготовленной жертвой не так интересно – она быстро погибнет и веселью конец. Намного более волнительно, опасно и интересно охотиться на подготовленную «дичь».Вот таким «диким зверем» становится мужчина, давно занимающийся единоборствами. Он очень уверен в своих силах и вынослив – налицо все шансы внести разнообразия и интереса в эту смертельную игру. Главному герою предлагают немалые деньги, с одним условием – надо выжить. Соблазн заработать в короткий срок неплохую сумму слишком силён и мужчина соглашается. Конечно же, он не настолько хорошо представлял, во что выльется эта ужасная сделка. Настоящая охота, где он – лишь мишень, но, к счастью для главного героя, попасть в него не так просто. Он знает много хитростей и хорошо подготовлен, так что с ходом времени становится не совсем понятно, кто на кого охотится. Долго ли будет удача улыбаться талантливому бойцу?"
533,Все к лучшему,2016,США,"Драма, Комедия",22.0,Памела Адлон,"Маркус Флэнеган, Мэттью Бродерик, Кевин Поллак, Доминик Бёрджесс, Ирен Росин, Джои Дженнингс, Патриция Скэнлон, Эмма Шеннон, Милла София Пресс, Марша Томасон","Порой жизнь кажется полностью идеальной и мыслей о том, что все может измениться, просто нет. Но, насколько бы настоящее не было совершенным, однажды обязательно случится то, что навсегда изменит происходящее, превращая его в нечто другое. Анна долгое время живет, и нарадоваться не может, как у нее все получается. Она отлично справляется на работе, ухаживает за стареньким отчимом и воспитывает сына, подающего большие надежды на будущее. Но, продолжаться всегда так не может. Однажды случится то, что навсегда изменит жизнь женщины, превращая ее настоящее в ужасный сон. На работе у Ани случаются проблемы. Ее увольняют, а через время умирает отчим. Казалось бы, больше произойти ничего не может. Но, в следующий момент появляется родной сын умершего мужчины и предъявляет свои права на квартиру. Что ж, теперь женщина оказывается, втянута в события, полностью изменяющие жизнь человека. Но, ничего другого, как попытаться справиться совсем, преодолеть все трудности и быстрее отыскать способ все решить, не остается. Сможет ли Анна не бояться совершать порой необдуманные, а иногда и сумасшедшие поступки? Ей обязательно придется изменить себя, и лишь после пытаться изменить собственную жизнь."
534,Небольшое привидение: Одна ночь в проклятом доме,2016,США,"Ужасы, Фэнтези, Семейный",88.0,Рон Оливер,"Адам Чекман, Питер ДеЛуис, Нельсон Вонг, Морган Фэйрчайлд, Навид Чархи, Эли Игл, Энн Опеншоу, Энн Мари ДеЛуис, Блейк Майкл, Уайатт Бернард","Обычный школьник должен отыскать способ предотвратить нашествие злых духов. Увлекающийся фокусами старшеклассник Макс Дойл избегает хулиганов, развлекает приятелей магическими трюками, дружит с девушкой мечты Кэмми и присматривает за парочкой призраков-подростков Ники и Тарой, помогая брату и сестре найти потерянных родителей. Для этого он даже связывается с известным телеохотником за привидениями Саймону Дрейку, когда тот приезжает в город снимать эпизод шоу, но тот оказывается шарлатаном.В Саймона вселился злобный демон-призрак Фирс, чтобы в очередной раз попытаться захватить мир со своей зловещей призрачной армией и гнусным сообщником мистером Морго. И они близки к достижению чудовищной цели: остается захватить дружелюбных призраков Ники и Тару, заполучить хранящийся у Макса темный кристалл и выпустить тучи упырей на волю. Фирс стремится в заброшенное поместье Дом Судьбы, и Максу надо успеть раньше раскрыть ужасающие секреты мрачного особняка, чтобы пресечь махинации Морго и Фирса."
535,Харли и Дэвидсоны,2016,США,"Биография, Драма",82.0,Киаран Доннелли,"Корнелиус Джини мл., Йен Хотон, Раду Бынзару, Джаспер Джейкоб, Филип Броди, Олимпия Мелинте, Иоан Коман, Николь Джексон, Даниел Кунан, Дюгрей Скотт","В 1903 году два молодых энтузиаста, Уильям Харли и Артур Дэвидсон, еще будучи школьными друзьями, собрались вместе для воплощения амбициозной идеи создания моторизованного велосипеда. Их мастерская находилась не в модной лаборатории, а в простом, ничем не примечательном гараже в городе Милуоки, штат Висконсин. Это скромное начинание станет отправной точкой для создания одной из самых известных марок мотоциклов в мире Harley-Davidson. Вскоре к ним присоединились братья Артура, Уолтер и Уильям Дэвидсоны, и эта небольшая группа молодых людей, движимая страстью к скорости, технологиям и свободе, положила начало целой эпохе. Моторизованный велосипед, который они разработали, был не просто средством передвижения, а чем-то большим воплощением стремления к новаторству и прорыву в мире механики. Harley-Davidson быстро перестал быть просто машиной. Он превратился в символ бунтарства, свободы и независимости. То, что начиналось как эксперимент двух друзей, со временем превратилось в культурный феномен, которым восхищаются миллионы людей по всему миру. Здесь показан период, когда промышленная революция набирала обороты, автомобили только начинали завоевывать улицы, а мотоциклы были еще на грани между экспериментом и полноценным транспортным средством."
536,Почетный гражданин,2015,"Аргентина, Испания","Драма, Комедия",118.0,Мариано Кон,"Педро Рот, Андреа Фриджерио, Alberto Alberico, Хулиан Ларкьер Телларини, Cecilia Bellorin, Amelia Treutel, Николас де Трэйси, Густаво Гарсон, Даниэль Каргиман, Хуан Травник","После проведенной на чужбине жизни писатель приезжает в родной городок, послуживший вдохновением для большинства его произведений. Получая Нобелевскую премию, собравший величайшие литературные награды Даниэль Мантовани дает понять, что не особенно рад: высочайшая оценка творчества чревата грандиозным спадом – это начало конца. Будто подтверждая правоту, спустя пять лет он не пишет ничего ценного и становится затворником, отвергая приглашения и встречи. Вдруг он оживляется от небывалого известия.Даниэля делают почетным гражданином в Салесе – аргентинском городе, где он родился и откуда уехал в Европу около 40 лет назад. В творческом кризисе надменный Мантовани снова оказывается среди деревенских плебеев, из которых вышел он сам и его литературные образы. С мудрым пониманием встречая в Аргентине неловкие ситуации, среди земляков он исцеляется от экзистенциальных проблем. Но не все рады оказаться прототипами его персонажей: восхищение и гордость одних не отменяет зависть и недоверие других."
537,Франц,2016,"Франция, Германия","Драма, Мелодрама, История, Военный",113.0,Франсуа Озон,"Ральф Диттрих, Жан-Поль Дюбуа, Зимски, Паула Бер, Элиотт Маргерон, Луц Блохбергер, Сирил Клер, Элизабет Мазев, Ришар Бударам, Клер Мартен","События картины разворачиваются после Первой Мировой войны. Тогда люди, которые смогли выжить в чудовищной военной обстановке, лишь начали приходить в себя. Они еще помнили о голоде, холоде, болезнях и смерти родных, тем не менее, наслаждались долгожданным миром, казавшимся невероятным прекрасным сном. Некоторые люди надеялись, что еще встретятся со своими семьями, родными и приятелями, без вести пропавшими на фронтах. Анна родом из Германии и война лишила ее возлюбленного, с которым они мечтали быть вместе. Она долго его ждала, но получила лишь известие о смерти. Парень погиб во Франции и девушка начала ездить туда на могилу, чтобы мысленно пообщаться с ним. Анне казалось, что она не выдержит этого горя, и не было смысла вообще жить. В одну из поездок, Анна увидела возле могилы какого-то человека. Раньше она замечала здесь цветы, но не представляла, кто их мог носить. Девушка решила подойти к незнакомцу и заговорить с ним. Он оказался общительным человеком и рассказал ей много нового, причем, жених об этом никогда не упоминал. Слушая мужчину, Анна понимала, что возлюбленный очень много скрывал от нее и есть некоторые тайны между ними. Очень скоро, мировоззрение девушки сильно изменилось, кроме того, изменился круг ее знакомых. Что же еще принесет тайна погибшего жениха…?"
538,Балерина,2016,Франция,Драма,108.0,Валери Мюллер,"Romain Thorel, Jana Junker, Геннадий Фомин, Florian Astraudo, Pablo Legasa, Victoria Pyptyuk, Philippine Flahault, Ганс Питер Даль, Thomas Racine, Virginie Caussin","Маленькая балерина готова ради карьеры на все. Ее педагоги видят как девушка старается, но увы, не могут ей пока предложить ни соло, ни чего-то интересного. Причиной тому банальный синхронизм. Мало просто отточить детали танца, нужно быть лучшей из лучших, а этого ей пока сделать не удается. Не выделяясь из серой массы, балерина старается из последних сил, но каждый очередной концерт показывает все ее слабости, обнажая несовершенство танца. Кроме массовки, режиссеры и хореографы ничего ей предложить не могут. Успев отчаяться, девушка думает о том, как ей жить без балета и в этот момент на ее пути попадаются чудные пуанты. Недолго думая, она примеряет их на себя и выясняется, что пуанты волшебные. Впервые примерив их, героиня испытывает неимоверный восторг. Лишь воспарив над сценой, девушка осознает чего ей действительно не хватало все эти годы и что именно имели ввиду педагоги, когда говорили о волшебстве танца. После все в жизни маленькой танцовщицы меняется. Паря под куполом большого театра, девушка желанная в любой постановке. Все главные роли и цветы мира брошены к ее ногам, а точнее к волшебным пуантам. А что же будет, если они вдруг испортятся, утратят свою волшебную силу или же их кто-то стащит прямо посреди концерта? Об этом героиня задумывается все больше и больше в последнее время. Время на репетиции не остается. Нужно придумать план, как спасти свои ""волшебные палочки выручалочки"" и как можно быстрей. Так грустно было бы потерять все то, о чем всю жизнь мечтала. Интрига разрастается все больше, когда балеринка узнает о том, кто именно послал ей это чудо, кому она обязана своими приключениями."
539,Под покровом ночи,2016,"США, Китай","Драма, Триллер, Мелодрама",116.0,Том Форд,"Ханна Кэт Джонс, Бобби Сальвор Менуэз, Долматинец Хлоя, Анджелина Дюплиси, Ализи Гэллард, Холли Кагис, Аманда Филдс, Джейсон Джей Лаи, Майкл Шин, Франко Вега","Сьюзен живёт в роскошном доме в Лос-Анджелесе, наслаждаясь благополучной и беззаботной жизнью. У неё есть всё, о чём можно мечтать: красивый, любящий муж, собственная успешная галерея искусства и круг друзей, восхищающихся её достижениями. Однако в один обычный день её спокойствие нарушает неожиданная посылка. Отправитель её бывший супруг, с которым Сьюзен давно разорвала все связи. Внутри посылки оказывается рукопись нового романа, написанного её бывшим мужем. Вместе с книгой идёт записка с просьбой прочитать роман, прежде чем они встретятся. Сьюзен долго раздумывает, стоит ли открывать этот внезапный мост в её прошлое, но любопытство и старые чувства берут верх. Сьюзен начинает читать рукопись и с каждой страницей всё глубже погружается в историю, которая неожиданно оживляет давно забытые воспоминания. Роман оказывается не просто вымыслом, а зеркалом её собственной жизни, их совместного прошлого, радостей и печалей, которые, как она думала, навсегда остались позади. Сюжет романа увлекает её в эмоциональное путешествие, заставляя переживать те моменты, которые, казалось, давно утратили свою значимость. Вновь оживают те чувства и события, которые Сьюзен старательно пыталась похоронить в своём сердце. Она понимает, что книга не просто так оказалась в её руках, и что её бывший муж вложил в неё скрытое послание."
540,Чудо на Гудзоне,2016,США,"Драма, Биография",96.0,Клинт Иствуд,"Уэйн Баструп, Пурва Беди, Аарон Экхарт, Джеффри Нордлинг, Купер Торнтон, Аида Манасси, Сэм Хантингтон, Молли Хэйгэн, Джефф Кобер, Эшли Остин Моррис","В центре сюжета картины оказываются события, происходившие в действительности, когда в 2009-ом году авиарейс 1540 чуть было не закончился катастрофой. Самолет А320, находясь на высоте всего лишь 850 метров, одновременно лишился обоих двигателей. По всем законам подобное грозило смертью всем пассажирам и членам экипажа. Однако своевременные и рискованные действия капитана корабля Чесли Салленбергера спасли 150 жизней. Как позже признавал сам опытный летчик, за всю его сорокалетнюю карьеру самыми сложными и страшными были 208 секунд, в течение которых он пытался посадить свою машину на холодные воды Гудзона. К сожалению, несмотря на то, что благодаря действиям Салленбергера никто не погиб, сам летчик впоследствии вынужден был предстать в зале суда на разбирательстве причин всего произошедшего. Поскольку авиакомпания понесла убытки из-за потери самолета и выплаты страховки пассажирам, чиновникам необходимо было найти виновного. И им попытались сделать того, кто спас людям жизни, потеряв при этом машину. Чесли Салленбергеру приходится оправдываться за то, что он смог выжить сам и спас доверенных ему людей. История мгновенно стала популярной благодаря СМИ, а Чесли Салленберг становится народным героем, хотя после того как он спас людей, руководство еще и проверяло его действия, ведь пилот действовал не по инструкции."
541,Терпеливый,2016,Испания,"Драма, Триллер, Криминал",92.0,Рауль Аревало,"Рамиро Алонсо, Фонт Гарсия, Альфонсо Бланко, Маноло Соло, Пилар Гомес, Хуан Винуэса, Чани Мартин, Чема дель Барко, Берта Эрнандес, Антонио де ла Торре","Разум человека, стремящегося отомстить, затмевается и он уже не может думать ни о чем другом. Кажется, что месть придает ему силы и даже в самые тяжелые дни помогает продержаться. Он живет лишь ради того, чтобы увидеть, как обидчики получают возмездие за свои поступки. Но принесет ли ему это внутреннее удовлетворение? Главный герой получил ответ на заданный вопрос. Мужчина пережил в своей жизни ужасную потерю – во время совершения ограбления, погибла его супруга. Когда он похоронил ее, то навсегда лишился сна, вспоминая прошлые счастливые дни. Парня даже посещали мрачные мысли о самоубийстве – он хотел быть вместе с возлюбленной. Но неожиданно наступило некое озарение, и он понял, что будет жить ради того, чтобы отомстить. В итоге, он стал человеком, собирающим в своем сердце ненависть и составляющим план мести. Персонаж проработал каждую деталь своего плана и терпеливо ожидал подходящего времени. Наступил момент, когда его негативные эмоции достигли самого пика, и он был полностью готов к совершению возмездия. Теперь преступники должны заплатить за гибель любимой женщины! Но, смог ли мужчина воплотить свой страшный план в реальность или что-то, все же, остановило его?"
542,Лунный свет,2016,США,Драма,110.0,Барри Дженкинс,"Таниша Сидель, Алекс Р. Хибберт, Френсли Ипполит, Камал Ани-Беллоу, Патрик Десиль, Джейден Пайнер, J.C. Gutierrez, Джизес Митчелл, Дун Сэндерсон, Жанель Моне","Запутавшийся в идентичности афроамериканец из неполной семьи преодолевает повседневные трудности между детством и началом взрослой жизни. Растущий с одинокой матерью-наркоманкой Полой маленький Хирон вынужденно адаптируется к непростому существованию в криминогенном райончике чернокожих в Майами. Мать совершенно не заботится о застенчивом мальчике, ежедневно решая более насущные задачи – ей важно бесперебойное поступление наркотиков и наличие щедрых любовников. Замкнутому малорослому Хирону от окружающих перепадает только плохое. Над парнишкой издеваются все подряд, его оскорбляют так, что он не всегда понимает обидную суть. Их с другом-кубинцем Кевином наставляет живущий по соседству Хуан – наркоторговец пытается защитить мальчишек, которыми пренебрегают. Также о Хироне заботится Тереза – добрая подружка Хуана, у которой он прячется от хулиганов и жестокости разъяренной мамаши. Жизнь Хирона кажется предопределенной, но подростком он по совету Хуана отмежевывается от стада сверстников."
543,Во всем виноват енот,2016,США,"Драма, Комедия",106.0,Робин Суикорд,"Пиппа Беннетт-Уорнер, Карина Россиньоли, Билл Таймони, Курт Ульбрих, Моника Лосон, Скотт Ст. Блэйз, Джейсон О’Мара, Иэн Энтони Дэйл, Анджела Тейлор-Джонс, Беверли Д’Анджело","Обезумевший от давления респектабельный адвокат отрешается от всего, прячется и подглядывает за оставленной им жизнью. Ответственный Говард Уэйкфилд воспитывает двух дочек-близнецов с женой-домохозяйкой Дианой и преуспевает в адвокатской практике в офисе на Манхэттене, где он исправно зарабатывает репутацию и средства для обеспечения здорового образа жизни своей семьи. Возвращаясь однажды поздно после напряженного дня, не успев войти в дверь дома, он обнаруживает обосновавшихся в гараже енотов.Прогоняя зверьков, Говард наблюдает за происходящим в доме через большое окно и спонтанно решает переночевать снаружи. Устроившись на чердаке над гаражом, он понимает, что ненадолго ушел от всего – семейных забот, коллег и рутины. Он остается в убежище на несколько дней, наблюдая за поведением потерявшей мужа Дианы. Следя за жизнью, от которой он отказался, Говард превращается в бродягу, а его изгнание длится недели и месяцы, в течение которых во внутреннем монологе раскрываются истоки его гнева и проблем."
544,Моди,2016,"Ирландия, Канада","Драма, Мелодрама, Биография",115.0,Эшлин Уолш,"Грег Мэлоун, Кейт Росс, Hudson Wentzell, Кари Матчетт, Ник Секстон, Alex Mincoff, Салли Хокинс, Итан Хоук, Tom Dunne, Эрин Мик","Увлеченная рисованиям артритная женщина-инвалид вынуждена прибегнуть к болезненному для нее физическому труду, чтобы выжить и отточить мастерство художника; прожив бедную жизнь, она получает признание и любовь общества. С детства страдающей от артрита Мод Доули трудно двигаться и предпринимать физические усилия, из-за разрушенных суставов ей даже больно двигать кистью при рисовании. Когда ее эгоистичный и алчный брат продает семейный дом, шокированной Мод приходится наняться к торговцу рыбой.Холостяк Эверетт Льюис ищет домработницу, и бедняжка берется за немыслимую для нее нагрузку. Едва справляясь с обязанностями и смирившись с перешептываниями окружающих, она заслуживает доверие сварливого работодателя. И Эверетт позволяет ей разрисовать цветами и птицами стены своего домишки, где ей приходится жить. Мод перекрашивает дом снаружи и изнутри. О работах больной художницы узнает любительница живописи из Нью-Йорка, покупает у нее несколько картинок, и вскоре скромная Мод обретает мировую славу."
545,Морган,2016,США,"Триллер, Боевик, Ужасы, Фантастика",92.0,Люк Скотт,"Мартин О’Салливан, Крис Салливан, Крисси Харрис, Майкл Йар, Джонатан Арис, Аня Тейлор-Джой, Криспиан Белфрадж, Фрэнк Кэннон, Роуз Лесли, Бойд Холбрук","В отдаленной, добротно спрятанной лаборатории могущественной корпорации SynSect доктор Люй Ченг изучает стремительное развитие искусственного человека с усиленными функциями Морган – синтетического человекоподобного существа проекта L-9. Спустя пять лет ускоренного роста самостоятельно принимающий решения гибридный организм со сложными эмоциональными реакциями физически равен подростку и умнее любого взрослого с ученой степенью. Создание вполне по-человечески сблизилось с окружающими людьми. И поддерживает нормальные взаимоотношения с множеством кураторов-специалистов, включая бихевиориста Эми Менсер и руководителя Саймона Циглера. Морган покладиста, понятлива и миролюбива. Но однажды, внезапно рассвирепев, довольно сильно бьет доктора Кэти Грифф в глаз. Для расследования непредвиденного инцидента в лабораторию прибывает специалистка по оценке рисков Ли Уизерс. Хладнокровно следуя процедуре, агент изучает ученых и запертую Морган, которую обследует психолог Алан Шапиро, подвергая боли."
546,Охота на ангелов,2016,США,"Триллер, Комедия, Боевик, Приключения, Фантастика, Фэнтези",88.0,Джей Мартин,"Элли Мари Эванс, Патрик Джонсон, Лилиана Рэй, Люк Грегори Кросби, Гэвин Льюис, Тетона Джексон, Зэйн Эмори, Кэрри Уомплер, Лилли Оуэнс, Зандер Фейден","История следует за группой детей, чьи необычные способности и крылья стали результатом генетических экспериментов, проводимых в тайной лаборатории. Прототипы идеальных существ, они росли в изоляции, окруженные стерильными стенами и строгими правилами, под постоянным наблюдением ученых. Однако, устав от бесконечных ограничений, им удается вырваться на волю, но свобода оказывается куда более трудной, чем они представляли. Во главе группы решительная и смелая Макс. Она сделала своей целью любой ценой защитить друзей и помочь им найти место в мире, где они смогут жить, не опасаясь за свою жизнь. Каждая остановка на их пути превращается в испытание: им приходится скрываться, бороться с жаждой, голодом и страхом.Не зная, кому можно доверять, ведь на каждом шагу их могут поджидать агенты лаборатории, готовые вернуть их назад. По мере путешествия группа не только укрепляется как семья, но и начинает понимать истинную природу своих способностей и их цель. Они раскрывают все более темные тайны эксперимента, узнают о безжалостных мотивах тех, кто их создал, и начинают осознавать, что их существование это не просто случайность, а часть грандиозного и опасного замысла. Макс, как лидер, должна решить, как справиться с новыми силами, которые пробуждаются в каждом из них, и найти путь к настоящей свободе в мире, где их уникальность вызывает не только страх, но и ненависть."
547,Списанный в резерв,2016,США,"Триллер, Боевик",80.0,Тимоти Вудворд мл.,"Джонни Месснер, Винни Джонс, Эстелла Уоррен, Джеймс Римар, Майкл Паре, Ричард Берджи, Тристиан Эггерлинг, Стивен Браун, Коннор Гарелик, Крис Муто","События 11 сентября стали ужасающей мировой трагедией. Террористический акт такого масштаба стал настоящим кошмаром и допустить повторения подобного власти не могли. Для работы в этом направлении был создан особый секретный отряд в ЦРУ – «БТ85». Основная цель его деятельности – постоянная слежка за гражданами США. Террористы могут скрываться где угодно, вынашивать и готовить к реализации свои смертоносные планы, поэтому максимум информации поможет контролировать подозрительные действия и перемещения. Работники подразделения исходили из соображений приоритета безопасности, а не этических правил.Не все одобряли такой радикальный подход, который и был следствием благих намерений. Даже американский президент Том Форд высказался отрицательно по поводу существования этого подразделения, так как оно нарушает одну из основных поправок и его действия некорректны. Джон Найлз – агент ЦРУ в отставке. Он не мог предположить, что однажды данный конфликт интересов коснётся и его. Группа неизвестных врывается в его дом: они допрашивают его с пытками, а затем уходят, похитив всех членов семьи. Он обращается за помощью к одному своему бывшему коллеге. Оказывается, в БТ85 организовали заговор против президента. Они ставят перед Джоном условие: или он убивает президента, или они убивают его семью…"
548,Не убивай его,2016,США,"Комедия, Боевик, Ужасы, Фэнтези",83.0,Майк Мендес,"Nick Murphy, Майкл Аарон Миллиган, Джеред Микс, Дэниэл Мальдонадо, Mollie Merrell, Ник Принсип, Брайан Зампелла, Дольф Лундгрен, Аарон МакФерсон, Тара Кардинал","В крошечном захолустном городке немногочисленных жителей пугают изуверские убийства, и за дело берется таинственный охотник за демонами. В малонаселенном провинциальном городишке Чикори-Крик на Миссисипи, где никогда ничего не происходит, зверски убивают несколько семей. Шериф Данэм готов свалить происшествие на череду прискорбных совпадений, но вынужден принимать специально прибывшую разобраться с загадочными событиями Эвелин Пирс – агента ФБР. Она выросла здесь, и теперь навещает дом детства.Она выясняет, что убийства не связаны меду собой, но улики говорят о присутствии чего-то зловещего. Проблемой намерен заняться Джебедайя Вудли – истребитель демонов. Полицейские ему не доверяют, но у ставшей свидетельницей буйства злобной сущности Пирс нет выбора. Демонический убийца завладевает любым пытающимся его убить и продолжает кровавое пиршество. С такими Джебедайя уже сталкивался. И вместе с Эвелин устраивает бойню, пытаясь подловить перебрасывающегося с одного на другого демона-убийцу."
549,Ярость 3,2016,Канада,"Триллер, Боевик, Криминал",99.0,Уве Болл,"Брайан Бриско, Рэймонд Заммель, Райан МакДонелл, Колби Чартрэнд, Дэн Ши, Кай Валстром, Шон Стюарт, Энтони Роджерс, Бреннан Валстром, Jovan Nenadic","Вдохновленный последними новостными репортажами, беспощадный мститель Билл Уильямсон решает вновь взяться за оружие, чтобы продолжить свою кровавую кампанию. На этот раз он намерен нанести новый, еще более разрушительный удар по обществу, которое, по его мнению, погрязло в пороках и требует жестокого пробуждения. Его предыдущие действия оставили за собой кровавый след, вызывая страх и ужас среди граждан. Теперь, почувствовав себя неуловимым и практически неуязвимым, Уильямсон переходит к следующей фазе своего плана. Он убежден, что мир находится на грани катастрофы и что только радикальные меры могут спасти его от окончательного краха. Свою ненависть к современному обществу и его изъянам он не скрывает. Напротив, Билл использует каждую возможность, чтобы подчеркнуть, насколько глубоко он презирает моральное разложение и лицемерие людей вокруг. Он видит свою миссию как единственный способ очистить мир от пороков, вернуть ему утраченное величие и справедливость. Билл Уильямсон верит, что его деяния привлекут внимание к насущным проблемам, с которыми общество упорно отказывается бороться. Он не видит другого способа заставить людей осознать всю глубину своего падения, кроме как через жестокость и страх. В его сознании только через кровопролитие можно достигнуть возрождения и очищения."
